_c0,appId,developer,developerId,developerWebsite,free,genre,genreId,inAppProductPrice,minInstalls,offersIAP,originalPrice,price,ratings,len screenshots,adSupported,containsAds,reviews,releasedDayYear,sale,score,summary,title,updated,histogram1,histogram2,histogram3,histogram4,histogram5,releasedDay,releasedYear,releasedMonth,dateUpdated,minprice,maxprice,ParseReleasedDayYear
752,com.aminesk.coloringbook,Owem Development,Owem+Development,https://vd5c1ec33.app-ads-txt.com/app-ads.txt,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,65,7,1,1,7,"Jun 22, 2020",0,2.2,Coloring Book- Free mandala adult coloring pages and coloring pages for everyone,Coloring Book – mandala & colo,1600034440.0,32,0,26,0,6,22,2020,Jun,2020-09-13 22:00:40,None,0.0,2020-06-22 00:00:00
753,com.softCode.coloringBook.paintBook,Soft Code,Soft+Code,None,1,Art & Design,ART_AND_DESIGN,None,50,0,None,0.0,0,6,1,1,0,"Jun 8, 2020",0,0.0,Spend your free time in Coloring and Painting with this Game.,Coloring Book Games : Coloring,1591630467.0,0,0,0,0,0,8,2020,Jun,2020-06-08 15:34:27,None,0.0,2020-06-08 00:00:00
754,photoeditor.pictureeditor.images.profile.frames,Photo Editor&Apps,Photo+Editor%26Apps,None,1,Art & Design,ART_AND_DESIGN,None,50000,0,None,0.0,0,7,1,1,0,"Jul 6, 2020",0,0.0,"Happy Bhai Dooj 2022 App, Bhai Dooj Quotes & Bhai Dooj Photo Frames",Bhai Dooj Wishes & Photo Frame,1663243305.0,0,0,0,0,0,6,2020,Jul,2022-09-15 12:01:45,None,0.0,2020-07-06 00:00:00
755,com.CreativeOrnamentalPlantIdeas.muinAPP,muinApp,muinApp,None,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,3,1,1,0,"Feb 7, 2020",0,0.0,All Creative Ideas of Ornamental Plants are Here,Creative Ornamental Plant Idea,1581134148.0,0,0,0,0,0,7,2020,Feb,2020-02-08 03:55:48,None,0.0,2020-02-07 00:00:00
756,vn.semicolon.fs.pro,Semicolon Group,8818203461642295030,None,0,Art & Design,ART_AND_DESIGN,None,50,0,None,12.99,0,6,0,0,0,"Jul 7, 2020",0,0.0,"Quick resize & add watermark for your images, support multiple images",[PRO] Quick Resize & Watermark,1608105248.0,0,0,0,0,0,7,2020,Jul,2020-12-16 07:54:08,None,0.0,2020-07-07 00:00:00
757,com.coloringbookcute.kawaiianime,RAMARAMA,RAMARAMA,https://ramaramaart.blogspot.com,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,4,1,1,0,"Jul 19, 2020",0,0.0,Let's color kawaii anime coloring pages !,Kawaii Anime Girls Coloring Bo,1595200774.0,0,0,0,0,0,19,2020,Jul,2020-07-19 23:19:34,None,0.0,2020-07-19 00:00:00
758,com.gnrapt.wallpapers.gugudan2,GNR Wallpapers,GNR+Wallpapers,https://n720cfa57.app-ads-txt.com,1,Art & Design,ART_AND_DESIGN,$3.99 per item,1000,1,None,0.0,0,8,1,1,0,"Jun 25, 2020",0,0.0,The background app that Gugudan fans love.,Gugudan 4K HD Wallpapers 2020,1593381377.0,0,0,0,0,0,25,2020,Jun,2020-06-28 21:56:17,$3.99 per item,3.99,2020-06-25 00:00:00
759,com.ackmi.ArtClash,Ackmi.com,Ackmi.com,http://ackmi.com,1,Art & Design,ART_AND_DESIGN,$0.99 - $9.99 per item,100,1,None,0.0,0,3,1,1,0,"Jun 30, 2020",0,0.0,"Paint, draw, share with others. WIP/ Early access. More coming soon",ArtClash - Paint Draw & Sketch,1601952463.0,0,0,0,0,0,30,2020,Jun,2020-10-06 02:47:43,$0.99,9.99,2020-06-30 00:00:00
760,com.naveeen.artista,NvN,NvN,None,1,Art & Design,ART_AND_DESIGN,None,500,0,None,0.0,0,4,0,0,0,"Aug 8, 2020",0,0.0,Make your photos like a work of Art!,Artista - Transfer style to pi,1596898418.0,0,0,0,0,0,8,2020,Aug,2020-08-08 14:53:38,None,0.0,2020-08-08 00:00:00
761,com.best.love.quotes.myway,Photo Video maker with Music App,Photo+Video+maker+with+Music+App,None,1,Art & Design,ART_AND_DESIGN,None,50,0,None,0.0,0,5,1,1,0,"May 5, 2020",0,0.0,My Way : love & Motivational quotes,My Way : love & Motivational q,1588673947.0,0,0,0,0,0,5,2020,May,2020-05-05 10:19:07,None,0.0,2020-05-05 00:00:00
762,com.Mami.BirthRoDecoraFBoyfri,RK Unit,RK+Unit,https://z241b9ff9.app-ads-txt.com,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,21,1,1,0,"Jan 14, 2020",0,0.0,Birthday Room Decoration For Boyfriend Ideas | 500+ Birthday Room Decorations,Birthday Room Decoration For B,1579009315.0,0,0,0,0,0,14,2020,Jan,2020-01-14 13:41:55,None,0.0,2020-01-14 00:00:00
763,com.howtodraw.heartseasily,RAMARAMA,RAMARAMA,https://ramaramaart.blogspot.com,1,Art & Design,ART_AND_DESIGN,None,50000,0,None,0.0,186,13,1,1,0,"Aug 9, 2020",0,5.0,Find so many heart drawing tutorials here !,How to Draw Heart Step by Step,1633934749.0,0,0,0,0,186,9,2020,Aug,2021-10-11 06:45:49,None,0.0,2020-08-09 00:00:00
764,com.coloringbook.fruitsandvegetables,RAMARAMA,RAMARAMA,https://ramaramaart.blogspot.com,1,Art & Design,ART_AND_DESIGN,None,500,0,None,0.0,0,9,1,1,0,"Jul 13, 2020",0,0.0,Let's color fruits and vegetables coloring pages !,Fruits and Veggies Coloring Bo,1601008058.0,0,0,0,0,0,13,2020,Jul,2020-09-25 04:27:38,None,0.0,2020-07-13 00:00:00
765,com.createappasia.house_land_real_estate,REJOICEAPPDEV,REJOICEAPPDEV,None,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,15,1,1,0,"Aug 12, 2020",0,0.0,The House Land Real Estate - Philippine Properties App is for real estate search,House Land Real Estate - Phili,1598428836.0,0,0,0,0,0,12,2020,Aug,2020-08-26 08:00:36,None,0.0,2020-08-12 00:00:00
766,com.lovewrit.itlove,ITLOVE,5774527421724531214,http://lovelogos4u.com,1,Art & Design,ART_AND_DESIGN,None,500,0,None,0.0,0,8,1,1,0,"Jul 11, 2020",0,0.0,Love Master: Master to create your love art. Create your own love art and share,Love Master: Master to create,1594527759.0,0,0,0,0,0,11,2020,Jul,2020-07-12 04:22:39,None,0.0,2020-07-11 00:00:00
767,com.NujoSystems.Marketingstat,NujoSystems,8780709276948444777,http://www.NujoSystems.com,1,Art & Design,ART_AND_DESIGN,None,50,0,None,0.0,0,7,1,1,0,"Aug 22, 2020",0,0.0,Marketingstat - Marketing phrases to share by whatsapp daily for free.,Marketingstat - Marketing phra,1601681551.0,0,0,0,0,0,22,2020,Aug,2020-10-02 23:32:31,None,0.0,2020-08-22 00:00:00
768,eudo.gold,Alledo Technologies Ai,5569227603285300233,https://alledotech.in,1,Art & Design,ART_AND_DESIGN,None,5,0,None,0.0,0,5,0,0,0,"May 28, 2020",0,0.0,This App alows you to make professional cards for your business.,Eudo Gold - Professional Card,1590670933.0,0,0,0,0,0,28,2020,May,2020-05-28 13:02:13,None,0.0,2020-05-28 00:00:00
769,com.Mami.RomantRusBedr,RK Unit,RK+Unit,https://z241b9ff9.app-ads-txt.com,1,Art & Design,ART_AND_DESIGN,None,10,0,None,0.0,0,21,1,1,0,"Dec 29, 2019",0,0.0,Romantic Rustic Bedroom Designs Ideas | 500+ Best Romantic Bedroom Designs Ideas,Romantic Rustic Bedroom Design,1577615900.0,0,0,0,0,0,29,2019,Dec,2019-12-29 10:38:20,None,0.0,2019-12-29 00:00:00
770,siva.app.quotemaker,Siva Nimmala,6295337706296843782,https://github.com/nsiva7,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,7,0,0,0,"Aug 14, 2020",0,0.0,Qutote Maker - Photo Editor - Quotations Maker - Greetings Maker,Qutote Maker - Photo Editor -,1597471671.0,0,0,0,0,0,14,2020,Aug,2020-08-15 06:07:51,None,0.0,2020-08-14 00:00:00
771,com.shiviljuya.kawaiianimewallpaperbackground,Mega Projects,Mega+Projects,None,1,Art & Design,ART_AND_DESIGN,None,50,0,None,0.0,0,4,1,1,0,"Jun 30, 2020",0,0.0,Kawaii Anime Wallpaper Background Newest Collection,Kawaii Anime Wallpaper Backgro,1593502387.0,0,0,0,0,0,30,2020,Jun,2020-06-30 07:33:07,None,0.0,2020-06-30 00:00:00
772,com.aaa.arbestroles,1A1A Games,1A1A+Games,http://hk1a1a.com/,1,Art & Design,ART_AND_DESIGN,$0.99 per item,100,1,None,0.0,0,21,0,0,0,"Jul 3, 2020",0,0.0,Action world of Augmented Reality characters,AR Best Roles,1644921858.0,0,0,0,0,0,3,2020,Jul,2022-02-15 10:44:18,$0.99 per item,0.99,2020-07-03 00:00:00
773,com.newcutieapp.NCAnicornrloollpaper,NewCutie App,NewCutie+App,None,1,Art & Design,ART_AND_DESIGN,None,10,0,None,0.0,0,3,1,1,0,"Jun 24, 2020",0,0.0,Unicorn 4K Girly Cartoon Pony Live Wallpaper Cute,Unicorn 4K Girly Cartoon Pony,1593030802.0,0,0,0,0,0,24,2020,Jun,2020-06-24 20:33:22,None,0.0,2020-06-24 00:00:00
774,com.newcutieapp.NCApopeimaper,NewCutie App,NewCutie+App,None,1,Art & Design,ART_AND_DESIGN,None,10,0,None,0.0,0,3,1,1,0,"Jun 19, 2020",0,0.0,BTS 4K Kpop Teen Jimin Live Wallpaper Cool,BTS 4K Kpop Teen Jimin Live Wa,1592589596.0,0,0,0,0,0,19,2020,Jun,2020-06-19 17:59:56,None,0.0,2020-06-19 00:00:00
775,com.newcutieapp.NCAbasketbalsportapers,NewCutie App,NewCutie+App,None,1,Art & Design,ART_AND_DESIGN,None,10,0,None,0.0,0,3,1,1,0,"Jun 23, 2020",0,0.0,Basketball Star Sport Lakers Live Wallpapers Kobe Brayant NBA,Basketball Star Sport Lakers L,1592897676.0,0,0,0,0,0,23,2020,Jun,2020-06-23 07:34:36,None,0.0,2020-06-23 00:00:00
776,com.fullmetalapp.FMAbilelicouutpers,FullMetal App,FullMetal+App,None,1,Art & Design,ART_AND_DESIGN,None,500,0,None,0.0,0,3,1,1,0,"Jun 9, 2020",0,0.0,Billie Eilish Cool Teen 4K Cute Live Wallpapers Music Girly,Billie Eilish Cool Teen 4K Cut,1591717208.0,0,0,0,0,0,9,2020,Jun,2020-06-09 15:40:08,None,0.0,2020-06-09 00:00:00
777,com.newcutieapp.NCAidokpostatpaper,NewCutie App,NewCutie+App,None,1,Art & Design,ART_AND_DESIGN,None,50,0,None,0.0,0,3,1,1,0,"Jun 29, 2020",0,0.0,BTS Idol Kpop Star Teen 4K Live Wallpaper Cute,BTS Idol Kpop Star Teen 4K Liv,1593423802.0,0,0,0,0,0,29,2020,Jun,2020-06-29 09:43:22,None,0.0,2020-06-29 00:00:00
778,com.newandromo.dev6747.app739461,shehumido,shehumido,None,1,Art & Design,ART_AND_DESIGN,None,500,0,None,0.0,0,16,1,1,0,"May 15, 2020",0,0.0,Fantastic Dresses(Din kuna masu kyau) wannnan app din yana aiki offline,Fantastic Dress(Din kuna masu,1609022410.0,0,0,0,0,0,15,2020,May,2020-12-26 22:40:10,None,0.0,2020-05-15 00:00:00
779,ribar.drawinganimalsbest,Ribar,Ribar,None,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,22,1,1,0,"Jun 11, 2020",0,0.0,Easy way to draw animals with step by step,How To Draw Animals Best,1591934532.0,0,0,0,0,0,11,2020,Jun,2020-06-12 04:02:12,None,0.0,2020-06-11 00:00:00
780,com.nirmallabs.mehndidesign,Nirmal Labs,5561916917816890433,https://nirmallabs.com,1,Art & Design,ART_AND_DESIGN,None,500,0,None,0.0,0,7,0,0,0,"Jul 12, 2020",0,0.0,If you are Looking for the latest mehndi design of 2020 then this is the app.,Mehndi Designs 2020 - Mehndi D,1598737376.0,0,0,0,0,0,12,2020,Jul,2020-08-29 21:42:56,None,0.0,2020-07-12 00:00:00
781,com.meenu.jewel,ishi Creations,ishi+Creations,https://ishicreations.com/,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,4,1,1,0,"Jul 8, 2020",0,0.0,Artificial Jewelry Design Collection,ishi Creations - Style of Coll,1595054216.0,0,0,0,0,0,8,2020,Jul,2020-07-18 06:36:56,None,0.0,2020-07-08 00:00:00
782,com.DiningTableDesign.muinAPP,muinApp,muinApp,None,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,3,1,1,0,"Jan 21, 2020",0,0.0,All Dining Table Designs Are Here,Dining Table Design,1579670997.0,0,0,0,0,0,21,2020,Jan,2020-01-22 05:29:57,None,0.0,2020-01-21 00:00:00
783,com.coloringbook.mandalaanimalsfree,RAMARAMA,RAMARAMA,https://ramaramaart.blogspot.com,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,6,1,1,0,"Jul 21, 2020",0,0.0,Let's color mandala animals coloring pages here !,Mandala Animals Coloring Book,1601268398.0,0,0,0,0,0,21,2020,Jul,2020-09-28 04:46:38,None,0.0,2020-07-21 00:00:00
784,com.Wilyapps.Mandalacoloringbookfree,Wily Apps Club,Wily+Apps+Club,https://sites.google.com/view/wily-apps/home,1,Art & Design,ART_AND_DESIGN,None,500,0,None,0.0,0,8,1,1,0,"Mar 27, 2020",0,0.0,Mandala coloring Book:Mandala coloring pages best mandala's for everyone,Mandala Coloring Book: Colorin,1585320183.0,0,0,0,0,0,27,2020,Mar,2020-03-27 14:43:03,None,0.0,2020-03-27 00:00:00
785,com.mrdhgy.wallpapersgraphicanimal2020,DHGY,DHGY,None,1,Art & Design,ART_AND_DESIGN,None,1,0,None,0.0,0,5,1,1,0,"May 14, 2020",0,0.0,A collection of beautiful wallpapers featuring graphic animals.,Wallpapers Graphic Animals 202,1589446019.0,0,0,0,0,0,14,2020,May,2020-05-14 08:46:59,None,0.0,2020-05-14 00:00:00
786,com.bentaybi.azya2atfal,Hamid bentaybi,Hamid+bentaybi,None,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,6,1,1,0,"Feb 16, 2020",0,0.0,Kids Fashion Fashion app is a selection of the best kids clothes,Comfortable fashion for childr,1581875266.0,0,0,0,0,0,16,2020,Feb,2020-02-16 17:47:46,None,0.0,2020-02-16 00:00:00
787,com.wINDWallpaperHD_11511507,ASHISH GAURAV,5815023396036056586,None,1,Art & Design,ART_AND_DESIGN,None,50,0,None,0.0,0,8,0,0,0,"Jul 13, 2020",0,0.0,this app is made in india. please download this app and promote indian apps,IND Wallpaper HD - indian wall,1622575286.0,0,0,0,0,0,13,2020,Jul,2021-06-01 19:21:26,None,0.0,2020-07-13 00:00:00
788,com.api.brando,Brando App,9071186413768756671,https://brandoapp.com/,1,Art & Design,ART_AND_DESIGN,None,100000,0,None,0.0,0,15,1,1,0,"Jul 22, 2020",0,0.0,"Festival & Days Posts, Daily Quotes Posters, Greeting Cards, Current Events",Brando App Festival Greetings,1665332984.0,0,0,0,0,0,22,2020,Jul,2022-10-09 16:29:44,None,0.0,2020-07-22 00:00:00
789,com.yrappz.festgreet,Yashpalsinh Rayjada,7093856701169839016,https://www.ybrdigital.in,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,7,1,1,0,"Jul 22, 2020",0,0.0,Make Your Festival Greetings Posters With Your Photo & Name,FestGreet - Photo Editor,1666793002.0,0,0,0,0,0,22,2020,Jul,2022-10-26 14:03:22,None,0.0,2020-07-22 00:00:00
790,com.bunnyapp.BSAbrlyackinaper,BunnySweet App,BunnySweet+App,https://bunnysweet-app.web.app,1,Art & Design,ART_AND_DESIGN,None,10,0,None,0.0,0,3,1,1,0,"May 25, 2020",0,0.0,Ebony Girly Teen Black Pink Live Wallpaper 4K Dope Style,Ebony Girly Teen Black Pink Li,1590403072.0,0,0,0,0,0,25,2020,May,2020-05-25 10:37:52,None,0.0,2020-05-25 00:00:00
791,hb.techs.simple_photo_editor,Hamza Bendahmane,8574823545161843035,None,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,6,1,1,0,"Sep 1, 2020",0,0.0,edit your photos and create beautiful images and memes with the best filtres,Photo Editor | create edit & d,1599429958.0,0,0,0,0,0,1,2020,Sep,2020-09-06 22:05:58,None,0.0,2020-09-01 00:00:00
792,com.coloringbook.animegirlforadult,RAMARAMA,RAMARAMA,https://ramaramaart.blogspot.com,1,Art & Design,ART_AND_DESIGN,None,500,0,None,0.0,0,7,1,1,0,"Jul 3, 2020",0,0.0,Let's color anime girls coloring page !,Beautiful Anime Girls Coloring,1600989905.0,0,0,0,0,0,3,2020,Jul,2020-09-24 23:25:05,None,0.0,2020-07-03 00:00:00
793,com.zenitsudemonslayer.kimetsunoyaibagamewallpaper,Tali Jagat,Tali+Jagat,https://lgl09d82.app-adstxt.dev/app-ads.txt,1,Art & Design,ART_AND_DESIGN,None,10000,0,None,0.0,0,4,1,1,0,"Sep 4, 2020",0,0.0,All the best wallpaper of Zenitsu from kimetsu no yaiba HD,HD Zenitsu Kimetsu no Yaiba An,1639728492.0,0,0,0,0,0,4,2020,Sep,2021-12-17 08:08:12,None,0.0,2020-09-04 00:00:00
794,com.nezukodemonslayer.kimetsunoyaibagamewallpaper,Tali Jagat,Tali+Jagat,https://lgl09d82.app-adstxt.dev/app-ads.txt,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,4,1,1,0,"Sep 2, 2020",0,0.0,Best choice of cute nezuko kamado wallpaper for your phone,HD Wallpaper for Nezuko Kimets,1599033169.0,0,0,0,0,0,2,2020,Sep,2020-09-02 07:52:49,None,0.0,2020-09-02 00:00:00
795,com.Aashu.photolabeditor,Atherve Lohia,Atherve+Lohia,None,1,Art & Design,ART_AND_DESIGN,None,10,0,None,0.0,0,5,1,1,0,"Apr 11, 2020",0,0.0,here is more than 50+ effects and 100+ stickers,Photo Blender with multi effec,1586606026.0,0,0,0,0,0,11,2020,Apr,2020-04-11 11:53:46,None,0.0,2020-04-11 00:00:00
796,com.BabyShoeDesigns.muinAPP,muinApp,muinApp,None,1,Art & Design,ART_AND_DESIGN,None,500,0,None,0.0,0,3,1,1,0,"Jan 7, 2020",0,0.0,All Baby Shoe Designs Are Here,Baby Shoe Designs,1579349800.0,0,0,0,0,0,7,2020,Jan,2020-01-18 12:16:40,None,0.0,2020-01-07 00:00:00
797,id.ahyardev.itube,PT UONE GROUP INDONESIA,6142836583165123600,https://uonegroup.id/,1,Art & Design,ART_AND_DESIGN,None,50,0,None,0.0,0,8,1,1,0,"Sep 4, 2020",0,0.0,Anime Wallpaper app designed specifically for Anime Lovers.,Anime Wallpaper Live 4K HD,1664133781.0,0,0,0,0,0,4,2020,Sep,2022-09-25 19:23:01,None,0.0,2020-09-04 00:00:00
798,mjmayur.jewellerydesigns.jewellerydesignsketch,H K Infotech,H+K+Infotech,None,0,Art & Design,ART_AND_DESIGN,None,50,0,None,4.99,0,6,1,1,0,"Jul 16, 2020",0,0.0,All type of jewellery designs available at one place.,Jewellery Design Sketches App,1637833603.0,0,0,0,0,0,16,2020,Jul,2021-11-25 09:46:43,None,0.0,2020-07-16 00:00:00
799,com.instatik.Fateh_Halilintar,InstaTIK,InstaTIK,None,1,Art & Design,ART_AND_DESIGN,None,500,0,None,0.0,0,5,1,1,0,"Sep 7, 2020",0,0.0,You can get Fateh Halilintar best HD Premium quality wallpaper in this app,Fateh Halilintar Wallpaper Ter,1599490776.0,0,0,0,0,0,7,2020,Sep,2020-09-07 14:59:36,None,0.0,2020-09-07 00:00:00
800,space.cwas,Space D/C,8034941092805889808,https://internet-test-a465f.web.app/,1,Art & Design,ART_AND_DESIGN,None,50,0,None,0.0,0,3,1,1,0,"Aug 22, 2020",0,0.0,Cute stickers  for the best WhatsApp stickers of 2021.,Stickers2022-Whatsapp,1614280722.0,0,0,0,0,0,22,2020,Aug,2021-02-25 19:18:42,None,0.0,2020-08-22 00:00:00
801,com.anthony.instagram_poseable,Ant-App Limited,4861495558282015394,https://ant-app.com/,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,6,0,0,0,"Aug 3, 2020",0,0.0,Reframe photos of a post for social media,Postables (photo frame + layou,1599317012.0,0,0,0,0,0,3,2020,Aug,2020-09-05 14:43:32,None,0.0,2020-08-03 00:00:00
802,com.CocoStudio.DrawingAll,CocoTime,CocoTime,None,1,Art & Design,ART_AND_DESIGN,None,1,0,None,0.0,0,4,0,0,0,"Jan 26, 2020",0,0.0,Reference illustrations for your creations and projects.,Sketchbook: DrawingAll(NotForK,1579204258.0,0,0,0,0,0,26,2020,Jan,2020-01-16 19:50:58,None,0.0,2020-01-26 00:00:00
803,com.instatik.billie_eilish,InstaTIK,InstaTIK,None,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,6,1,1,0,"Sep 14, 2020",0,0.0,You can get Billie Eilish best HD Premium quality wallpaper in this app,Billie Eilish HD wallpaper 202,1600092901.0,0,0,0,0,0,14,2020,Sep,2020-09-14 14:15:01,None,0.0,2020-09-14 00:00:00
804,com.bus.mod.livery,ArtLogic cLub,ArtLogic+cLub,https://w1c065265.app-ads-txt.com,1,Art & Design,ART_AND_DESIGN,None,100000,0,None,0.0,0,4,1,1,0,"Sep 10, 2020",0,0.0,All Indian liveries available here,Indian Bus Livery,1664944094.0,0,0,0,0,0,10,2020,Sep,2022-10-05 04:28:14,None,0.0,2020-09-10 00:00:00
805,com.instatik.Everleigh_soutas,InstaTIK,InstaTIK,None,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,6,1,1,0,"Sep 12, 2020",0,0.0,You can get Everleigh Soutasbest HD Premium quality wallpaper in this app,Everleigh Soutas wallpapers HD,1599959462.0,0,0,0,0,0,12,2020,Sep,2020-09-13 01:11:02,None,0.0,2020-09-12 00:00:00
806,com.IronEqual.OLO,KOLORI – Bilel Allem,KOLORI+%E2%80%93+Bilel+Allem,https://www.olo-app.com/,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,9,0,0,0,"Jun 22, 2020",0,0.0,Bring Augmented Reality works to life,OLO - Motion Street Art,1664284956.0,0,0,0,0,0,22,2020,Jun,2022-09-27 13:22:36,None,0.0,2020-06-22 00:00:00
807,com.pavelsk.deliciousicecreawp,PKZ Apps,PKZ+Apps,http://44801.appygen.net,1,Art & Design,ART_AND_DESIGN,None,10,0,None,0.0,0,2,1,1,0,"Aug 1, 2020",0,0.0,Collection of Delicious Ice Cream HD Wallpapers,Delicious Ice Cream HD Wallpap,1596322567.0,0,0,0,0,0,1,2020,Aug,2020-08-01 22:56:07,None,0.0,2020-08-01 00:00:00
808,com.kakao.talk.theme.Elnino_Sea,밤냥이,%EB%B0%A4%EB%83%A5%EC%9D%B4,https://blog.naver.com/dpfslsyfkslsi,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,4,0,0,0,"Sep 20, 2020",0,0.0,Go on a cool sea expedition with cute Elnino. :),"Elnino, the sea is my hometown",1604834619.0,0,0,0,0,0,20,2020,Sep,2020-11-08 11:23:39,None,0.0,2020-09-20 00:00:00
809,com.secure4dstudio.photoquotes,Calpenogamestudio,Calpenogamestudio,None,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,5,1,1,0,"Jan 2, 2020",0,0.0,"It can be a  logo, poster, invitation maker and also a card maker using Texopo.","Texopo - Text on Photo, Poster",1577957751.0,0,0,0,0,0,2,2020,Jan,2020-01-02 09:35:51,None,0.0,2020-01-02 00:00:00
810,com.aplikasi.aplikasipertama,hari ahmad yani,hari+ahmad+yani,None,1,Art & Design,ART_AND_DESIGN,None,10,0,None,0.0,0,4,0,0,0,"Jan 17, 2020",0,0.0,Junss92Application,STMIK Mercusuar - Ahmad Junaid,1579249342.0,0,0,0,0,0,17,2020,Jan,2020-01-17 08:22:22,None,0.0,2020-01-17 00:00:00
811,com.cosmoshark.focus,Cosmoshark LLC.,Cosmoshark+LLC.,None,1,Art & Design,ART_AND_DESIGN,$1.99 per item,100,1,None,0.0,0,3,0,0,0,"Sep 3, 2020",0,0.0,Beautiful places for photos in Russia and the world. We show where to make the best photos,Focus — красота вокруг путевод,1599126977.0,0,0,0,0,0,3,2020,Sep,2020-09-03 09:56:17,$1.99 per item,1.99,2020-09-03 00:00:00
812,com.RoomInteriorDesign.muinAPP,muinApp,muinApp,None,1,Art & Design,ART_AND_DESIGN,None,5000,0,None,0.0,0,3,1,1,0,"Feb 8, 2020",0,0.0,All room interior designs are here,Room Interior Design,1581234901.0,0,0,0,0,0,8,2020,Feb,2020-02-09 07:55:01,None,0.0,2020-02-08 00:00:00
813,com.ambiensvr.atehotelshowcase,AmbiensVR,AmbiensVR,https://www.archtoolkit.com,1,Art & Design,ART_AND_DESIGN,None,10,0,None,0.0,0,4,0,0,0,"Sep 20, 2020",0,0.0,AT Explore for Unity Showcase,AT Explore Luxury Hotel Showca,1600671314.0,0,0,0,0,0,20,2020,Sep,2020-09-21 06:55:14,None,0.0,2020-09-20 00:00:00
814,com.smallhaircutmodelforchildren.Adekustapa,Ade kustapa,Ade+kustapa,https://docs.google.com/document/d/1SSODmBcHY4lQ7as9iGYsynRsQMwQa9HkVCyjuhSzvBg/edit?usp=sharing,1,Art & Design,ART_AND_DESIGN,None,100,0,None,0.0,0,21,1,1,0,"Mar 20, 2020",0,0.0,Get A Small Haircut Model For Children In This Application!,Small Haircut Model for Childr,1584721035.0,0,0,0,0,0,20,2020,Mar,2020-03-20 16:17:15,None,0.0,2020-03-20 00:00:00
815,com.draw4all.draw_animals1,Draw4All,6587132276212584848,https://app.draw4all.co.uk/app-website/,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,24,1,1,0,"Aug 30, 2020",0,0.0,Draw4All app is a free Drawing Book for beginners’ adults and kids.,How To Draw Animals Step by St,1600786222.0,0,0,0,0,0,30,2020,Aug,2020-09-22 14:50:22,None,0.0,2020-08-30 00:00:00
816,org.iamabs.lyrica,iamabs,5392459675676520612,https://iamabs2001.github.io,1,Art & Design,ART_AND_DESIGN,None,50,0,None,0.0,0,6,0,0,0,"Sep 24, 2020",0,0.0,"Lyrica - lyrics, wallpaper & ringtone app","Lyrica - lyrics, wallpaper & r",1603768531.0,0,0,0,0,0,24,2020,Sep,2020-10-27 03:15:31,None,0.0,2020-09-24 00:00:00
817,com.coloringforall.halloween.glitter.color.by.number.prime.pixel.art.book,Coloring For All,Coloring+For+All,https://coloringforall.herokuapp.com/,1,Art & Design,ART_AND_DESIGN,$0.99 - $4.99 per item,10000,1,None,0.0,138,24,1,1,18,"Sep 28, 2020",0,4.05,Play spooky coloring games and enjoy your halloween party,Halloween Art - coloring book,1663934582.0,24,6,3,8,95,28,2020,Sep,2022-09-23 12:03:02,$0.99,4.99,2020-09-28 00:00:00
818,com.TheFullefect.ButterflyKeyboard,TheFullefect,TheFullefect,https://thefullefectapps.blogspot.com/,1,Art & Design,ART_AND_DESIGN,None,10,0,None,0.0,0,8,1,1,0,"Sep 4, 2020",0,0.0,"Cool Neon Butterfly Keyboard, Custom Keyboard Themes",Neon Butterfly Keyboard Themes,1599271881.0,0,0,0,0,0,4,2020,Sep,2020-09-05 02:11:21,None,0.0,2020-09-04 00:00:00
819,com.stickerstore.skyblurgirlsticker130,3d WAStickerApps animated moving stickers,4805680829979656031,None,1,Art & Design,ART_AND_DESIGN,None,1000,0,None,0.0,0,10,1,1,0,"Oct 5, 2020",0,0.0,moving sticker for whatsapp cute girl animated stickers,moving sticker for whatsapp gi,1603625708.0,0,0,0,0,0,5,2020,Oct,2020-10-25 11:35:08,None,0.0,2020-10-05 00:00:00
